ds,yhat,yhat_lower,yhat_upper
2022-03-29,1675790.2125730219,730592.8079936036,2628965.3236924536
2022-03-30,1711312.2700747917,766078.6397543005,2707976.0221478553
2022-03-31,1763511.3306280763,780462.6028904478,2768679.8916130834
2022-04-01,1749297.7444564805,739140.1223852393,2717132.02870405
2022-04-02,1566124.9679068038,648385.6411970786,2542114.352720105
2022-04-03,1720545.839360095,805809.4409527039,2732830.4514449714
2022-04-04,1709101.3593943198,753077.5508194783,2607162.5795749533
2022-04-05,1676418.4657754044,676127.4231840955,2681105.519805445
2022-04-06,1711940.5232970784,770807.1644361443,2636246.5087699974
2022-04-07,1764139.5838706302,762933.3717614796,2681497.022339764
2022-04-08,1749925.9977191475,790582.2898523146,2700675.700061649
2022-04-09,1566753.2211896891,586006.0231404306,2490546.7107202713
2022-04-10,1721174.0926627412,742325.235569549,2650094.983318615
2022-04-11,1709729.6127173135,835247.2400457825,2659612.333533359
2022-04-12,1677046.7190985063,702746.2613187468,2572638.484500606
2022-04-13,1712568.7766207326,798241.1110248916,2741522.141863307
2022-04-14,1764767.8371937987,810306.282103673,2708392.2007275075
2022-04-15,1750554.2510421486,872431.4240769553,2745631.5352444462
2022-04-16,1567381.47451289,609614.1370420242,2542063.1134046623
2022-04-17,1721802.3459861418,766668.4436203946,2681128.8247506316
2022-04-18,1710357.8660405544,766832.975296115,2592293.2327150037
2022-04-19,1677674.972421608,763594.4129038417,2577514.8690693867
2022-04-20,1713197.0299437877,705511.8423873238,2609976.4415272377
2022-04-21,1765396.090516886,799720.200003786,2750350.2005923823
2022-04-22,1751182.504366001,809958.7614114153,2647376.0214120215
2022-04-23,1568009.7278360822,597572.1905782147,2439515.9498607544
2022-04-24,1722430.5993092582,783186.1310936145,2642791.084216585
2022-04-25,1710986.119363795,753380.369503781,2675891.632261144
2022-04-26,1678303.2257449124,771398.6526440915,2590045.74617762
2022-04-27,1713825.2832671425,747673.6126813745,2673546.693800577
2022-04-28,1766024.3438695883,787275.2056186979,2670305.2066037212
2022-04-29,1751810.757747598,827058.1491211733,2701662.0066063614
2022-04-30,1568637.9812471769,604237.9414236479,2505087.5650950572
2022-05-01,1723058.85274985,765869.1176733054,2611111.932136432
2022-05-02,1711614.3728336515,777619.4746852355,2637878.655856788
2022-05-03,1678931.4792438007,648727.4699277739,2547218.041999374
2022-05-04,1714453.5367952816,775959.6189250249,2653797.6122944085
2022-05-05,1766652.5973976052,862090.7460778591,2728675.076647686
2022-05-06,1752439.0112759362,852987.4790085466,2641943.820313954
2022-05-07,1569266.234775509,617907.3970474267,2549657.730846576
2022-05-08,1723687.1062781927,843522.5861566478,2675470.2012371053
2022-05-09,1712242.6263619768,706388.3998078444,2648390.13244054
2022-05-10,1679559.73277229,730769.803491354,2553534.7737022615
2022-05-11,1715081.7903237208,739315.5079063001,2696336.5723470435
2022-05-12,1767280.8509260942,806137.215912106,2699563.327895746
2022-05-13,1753067.2648040222,900626.2877714209,2763477.4747166685
2022-05-14,1569894.4883037943,617322.4787823026,2553511.7767615006
2022-05-15,1724315.3598066778,808846.5987888261,2604433.3512353627
2022-05-16,1712870.879890302,813280.7519548772,2695119.348521738
2022-05-17,1680187.9863001727,715289.582331852,2681791.296338917
2022-05-18,1715710.0438517253,794779.7779226989,2677207.27973537
2022-05-19,1767909.1044543474,898831.5009084182,2638782.0007044626
2022-05-20,1753695.518332108,811092.7444305745,2619708.2197761876
2022-05-21,1570522.7418320712,653611.8751221966,2490340.734424616
2022-05-22,1724943.6133587586,735685.559077547,2668932.9074299056
2022-05-23,1713499.1334659823,722669.6249522587,2614433.987014264
2022-05-24,1680816.239899876,728486.1044297991,2735832.6307467152
2022-05-25,1716338.297475116,771138.1082741782,2723574.232533532
2022-05-26,1768537.3581012082,825709.1043461795,2592914.480515992
2022-05-27,1754323.7720027473,815139.9563100913,2640608.6604556977
2022-05-28,1571150.9955265305,642249.1503163865,2468227.3738823854
2022-05-29,1725571.8670528077,779386.5481539763,2721289.5187070128
2022-05-30,1714127.3871607198,768593.5183406274,2632541.9425934297
2022-05-31,1681444.4935945305,749114.4482876238,2582536.9927652976
2022-06-01,1716966.5511694206,840495.291916967,2731662.4454170237
2022-06-02,1769165.6117956263,834490.3409620322,2724460.8743693274
2022-06-03,1754952.0256975966,818500.7430384251,2625350.2399068777
2022-06-04,1571779.2492209722,645221.5565233957,2479070.4806545298
2022-06-05,1726200.1207471737,766664.1656523548,2610413.1049502227
2022-06-06,1714755.6408549629,777665.5488961181,2654916.9227381903
2022-06-07,1682072.7472888816,757040.1188338925,2620916.055807404
2022-06-08,1717594.8048643242,811783.4675835157,2587363.430114466
2022-06-09,1769793.8654900442,860487.2526870989,2700752.7912519374
2022-06-10,1755580.2793921,767239.2681171149,2665674.6049438864
2022-06-11,1572407.502915414,566437.9020474998,2423865.0246576094
2022-06-12,1726828.374441824,778509.9919071684,2734123.713581349
2022-06-13,1715383.8945494536,743811.025345968,2642895.0391923203
2022-06-14,1682701.001088832,778796.1337327232,2621552.232318388
2022-06-15,1718223.0587688147,815052.939294979,2642265.549893746
2022-06-16,1770422.1194997414,800098.552901438,2707065.0832677446
2022-06-17,1756208.5335067224,847820.9957841289,2736174.4566594386
2022-06-18,1573035.7571353293,669060.2685392973,2567046.9716359754
2022-06-19,1727456.6287664308,820602.2188091227,2657559.891630954
2022-06-20,1716012.1489795942,817995.1511395788,2649791.967926993
2022-06-21,1683329.2555185303,782180.6870084355,2663768.150966539
2022-06-22,1718851.3131989343,742709.1998024656,2647774.9380426724
2022-06-23,1771050.3739300459,844536.7777225013,2631252.829853365
2022-06-24,1756836.78793675,826869.4634921029,2692476.4616061198
2022-06-25,1573664.0115654678,681813.1584575525,2499802.28119741
2022-06-26,1728084.8831967313,723507.8837801577,2634669.576376515
2022-06-27,1716640.403409735,789211.4240097483,2646521.933958408
2022-06-28,1683957.509948835,734436.5817398212,2628687.161313114
2022-06-29,1719479.5676288893,715920.634729072,2641350.183686039
2022-06-30,1771678.628360033,806732.1294629492,2780901.5782928998
2022-07-01,1757465.0423667773,773167.1050889362,2700178.745537364
2022-07-02,1574292.265995578,632453.307400483,2588982.8030405245
2022-07-03,1728713.1376267471,802124.6871435958,2658681.063999769
2022-07-04,1717268.6578396284,792963.790632754,2620957.490535666
2022-07-05,1684585.7643788366,723602.7261962926,2655111.1768208584
2022-07-06,1720107.8220588441,775143.6851608709,2699764.4633655874
2022-07-07,1772306.8828273427,816798.0981498155,2773776.9083425757
2022-07-08,1758093.296870815,795452.576509004,2711648.7233475903
2022-07-09,1574920.520536694,684431.6615575992,2550933.2700411114
2022-07-10,1729341.3922050681,787636.139934585,2678545.955448899
2022-07-11,1717896.9124549208,758950.2404091362,2663523.716716312
2022-07-12,1685214.0190308683,725647.9762254934,2708935.8853835645
2022-07-13,1720736.0767484335,769443.2874799279,2689779.565787801
2022-07-14,1772935.13751621,784990.7591742225,2764378.891995182
2022-07-15,1758721.5515597516,861145.1558617391,2726901.8160147006
2022-07-16,1575548.7752258768,684841.3244439907,2486411.631902398
2022-07-17,1729969.6468944037,776437.3830351975,2697968.046702769
2022-07-18,1718525.1671438494,768787.0632902997,2650148.3308428056
2022-07-19,1685842.273720108,740130.7962910198,2646790.583262295
2022-07-20,1721364.3314374236,804068.919744559,2663772.6116881594
2022-07-21,1773563.3922055499,802592.2027168077,2674220.0282430276
2022-07-22,1759349.8062494127,876056.973510808,2753172.309774802
2022-07-23,1576177.0299150043,724851.455271345,2523142.809804673
2022-07-24,1730597.9015834553,854989.5559076898,2646658.3792553237
2022-07-25,1719153.421833273,855384.7013211197,2689250.785786462
2022-07-26,1686470.5284091448,792753.888214599,2576226.0671070535
2022-07-27,1721992.586126279,720573.3668403742,2651127.1711660875
2022-07-28,1774191.6468948901,817290.2485217286,2689817.734782902
2022-07-29,1759978.0609383492,762543.1954127413,2692357.439755831
2022-07-30,1576805.2846041403,613039.1558764119,2502905.1034309953
2022-07-31,1731226.1562549318,685147.0918605657,2738396.37479325
2022-08-01,1719781.6764864833,720210.960373425,2681906.360831222
2022-08-02,1687098.783044604,784817.7488494008,2610094.992756624
2022-08-03,1722620.8407438323,823081.8090911417,2651253.613976611
2022-08-04,1774819.9014944613,790313.3673820415,2767863.9866393846
2022-08-05,1760606.3155205091,791354.438077556,2654732.2166687422
2022-08-06,1577433.539168262,598066.8397917574,2497208.7810353227
2022-08-07,1731854.410818652,839428.6497858769,2642054.6910872897
2022-08-08,1720409.9310503975,803534.5269058207,2654459.826627773
2022-08-09,1687727.0376089297,786908.2385048711,2557591.511809776
2022-08-10,1723249.0953081078,816946.977623196,2672177.0813133074
2022-08-11,1775448.156058787,820515.1433792594,2719520.0256820978
2022-08-12,1761234.5700850298,836622.3503989014,2729671.9852412045
2022-08-13,1578061.793732384,615445.5538062851,2533711.3631071695
2022-08-14,1732482.6653829736,779742.979053401,2633804.6761939847
2022-08-15,1721038.1856148064,843784.1088144055,2656365.1005991697
2022-08-16,1688355.2921726485,775781.4592828619,2666030.643717753
2022-08-17,1723877.349872383,751753.199985035,2639940.510840666
2022-08-18,1776076.4106227946,765742.3623720981,2699970.308957018
2022-08-19,1761862.824649078,822232.3496706766,2765293.826902832
2022-08-20,1578690.0482964967,661958.2990312201,2438056.5890013846
2022-08-21,1733110.9199471527,809730.5638760852,2684945.872611495
2022-08-22,1721666.440178847,722047.6137929003,2677097.547051452
2022-08-23,1688983.5466833792,741448.0525957749,2562948.397535655
2022-08-24,1724505.6043290626,745742.5135014787,2623978.1163524226
2022-08-25,1776704.6650257267,818634.038217638,2778693.1720258463
2022-08-26,1762491.078997809,827361.8139152578,2694491.2560668457
2022-08-27,1579318.3025916384,604156.6456449925,2480184.7850332325
2022-08-28,1733739.1741885454,770450.8924560504,2747394.346026301
2022-08-29,1722294.6943666716,813219.8528843314,2673536.5596604156
2022-08-30,1689611.8008708174,720257.4669690533,2577466.5261432105
2022-08-31,1725133.8585164542,776169.931036897,2659676.4445446227
2022-09-01,1777332.9192129953,837876.7838101308,2713327.080963491
2022-09-02,1763119.333185147,811582.1844248184,2699173.9180410784
2022-09-03,1579946.556779214,658112.1967745195,2525680.807454355
2022-09-04,1734367.42837614,754798.7995599937,2683323.7228341303
2022-09-05,1722922.9485540015,847444.7287733085,2638264.4204085325
2022-09-06,1690240.0550585592,752399.663860077,2635483.7575988164
2022-09-07,1725762.1127044447,703728.9197988687,2700797.8468587473
2022-09-08,1777961.1734004188,911475.6456686206,2716448.2881111265
2022-09-09,1763747.5873727372,807382.4282589968,2710418.2612716453
2022-09-10,1580574.8109667513,614389.5950165959,2494973.5132214637
2022-09-11,1734995.6825638772,792886.4766334736,2690217.5859914753
2022-09-12,1723551.202741579,792976.6686861302,2582124.064937198
2022-09-13,1690868.3092463005,835205.1710797468,2584437.253201325
2022-09-14,1726390.366891402,785236.4181982251,2686633.1932240254
2022-09-15,1778589.4275794742,833548.0903248506,2808204.89476414
2022-09-16,1764375.8415431757,767475.7018496927,2697570.847199819
2022-09-17,1581203.0651289308,644641.2432157383,2537300.2349248556
2022-09-18,1735623.9367170723,740763.9143589479,2660274.6054647597
2022-09-19,1724179.456887034,798697.9720994674,2613408.016894646
2022-09-20,1691496.5633827366,706204.7031871292,2640232.4795905035
2022-09-21,1727018.6210199445,754018.7653806825,2694894.618206034
2022-09-22,1779217.681708067,828010.5019701258,2745083.3006995004
2022-09-23,1765004.0956714912,916490.2277236886,2728903.728533481
2022-09-24,1581831.319257311,715491.215325013,2464704.018437681
2022-09-25,1736252.1908456609,801250.0115929735,2702733.6035909476
2022-09-26,1724807.7110154629,847973.0491176859,2776078.7323000873
2022-09-27,1692124.8175113297,732512.4462962344,2588066.8497339245
2022-09-28,1727646.8751481876,764156.0584543417,2661363.5247301515
2022-09-29,1779845.9358364237,875709.6185061582,2720072.4372732574
2022-09-30,1765632.3498004053,763420.9842775987,2843859.4677554523
2022-10-01,1582459.5733857092,641862.2572404144,2561955.136408275
2022-10-02,1736880.4449739652,856717.2321033628,2656692.8302300354
2022-10-03,1725435.9651436445,761179.9614077912,2604679.8050674987
2022-10-04,1692753.0716396193,746787.9357145682,2621676.8149067834
2022-10-05,1728275.1292765955,798008.0682761151,2637666.553999886
2022-10-06,1780474.1899650164,844485.7199705709,2758987.4446915584
2022-10-07,1766260.6039287213,792128.1840646472,2731990.048391965
2022-10-08,1583087.8276013897,594196.380610979,2487833.8755962984
2022-10-09,1737508.699277154,747556.4265772236,2671222.083969333
2022-10-10,1726064.2195339734,785053.9875967185,2658741.4563956615
2022-10-11,1693381.326117312,746951.8855221483,2635064.6390345744
2022-10-12,1728903.3838416382,812722.1228622721,2660266.610865178
2022-10-13,1781102.4446169368,944659.9860937693,2765233.3632478737
2022-10-14,1766888.8586680104,733322.0186150143,2699492.5217798413
2022-10-15,1583716.0823409338,683387.9063516237,2502495.863122005
2022-10-16,1738136.9540162417,691823.6100882753,2666422.209691832
2022-10-17,1726692.4742732546,736078.1916610202,2646590.848035765
2022-10-18,1694009.5808567011,719267.851327426,2620531.6489691664
2022-10-19,1729531.6385812804,827811.7480722979,2704526.142297829
2022-10-20,1781730.6993566295,832498.7620382813,2612732.0596094653
2022-10-21,1767517.1134074256,866383.6757544768,2687489.4601168497
2022-10-22,1584344.3370804137,530922.7972543943,2457496.2740009166
2022-10-23,1738765.2087557877,856448.4404698606,2633727.2868469683
2022-10-24,1727320.7290130307,808967.6793481681,2691054.14395348
2022-10-25,1694637.8355963938,727256.8648963616,2679173.41041742
2022-10-26,1730159.893320623,729200.5465621905,2623444.4267731537
2022-10-27,1782358.9540960041,786931.2053121321,2691745.3287422485
2022-10-28,1768145.3681467143,805247.1560443831,2704658.8677869104
2022-10-29,1584972.5918199022,596307.5245681094,2578874.0449234787
2022-10-30,1739393.4634953337,853733.2388277216,2683460.6575944633
2022-10-31,1727948.9837523114,799400.9346684415,2663296.504755231
2022-11-01,1695266.0904319684,809079.247444698,2604711.5395847703
2022-11-02,1730788.1482525377,814400.3871915023,2637224.727675557
2022-11-03,1782987.2091243183,821200.004157191,2706551.8443712057
2022-11-04,1768773.6232714,829742.1295015145,2721579.950320157
2022-11-05,1585600.8470408216,701442.1949961358,2472064.2988978806
2022-11-06,1740021.7188127383,792775.0946655618,2720260.974937641
2022-11-07,1728577.239165969,764335.6104516516,2688192.0180829386
2022-11-08,1695894.3458456635,726830.648683831,2603880.6628761045
2022-11-09,1731416.4036661822,750797.5006936272,2716294.6953588873
2022-11-10,1783615.4645377768,818292.8020904161,2724278.9604505524
2022-11-11,1769401.8786846914,864529.077206417,2730188.6953558894
2022-11-12,1586229.102454359,721078.4632319021,2485155.11748379
2022-11-13,1740649.9742264287,777385.627665054,2577164.6525622485
2022-11-14,1729205.4945794998,758684.8427297388,2684821.321012869
2022-11-15,1696522.6012587517,777734.4799190188,2735151.225664621
2022-11-16,1732044.659079827,805050.7649676185,2613152.8977388027
2022-11-17,1784243.7199514718,901191.3164540252,2704284.540515604
2022-11-18,1770030.1340988337,898138.2307170181,2796522.7312660813
2022-11-19,1586857.3578678414,602769.9142356488,2528525.779907151
2022-11-20,1741278.2296399774,867241.346672827,2723335.851810013
2022-11-21,1729833.749993031,755869.9042719823,2638163.307901273
2022-11-22,1697150.856672447,678668.8774440102,2572846.751841333
2022-11-23,1732672.9144930374,805078.2702620972,2662531.1632447117
2022-11-24,1784871.975367525,814480.7775000666,2706340.677217131
2022-11-25,1770658.3895168416,871586.864830434,2608521.7837616443
2022-11-26,1587485.6132884156,614833.632806097,2513891.096133393
2022-11-27,1741906.485062958,690700.4403237214,2654035.273639031
2022-11-28,1730462.0054184785,768367.1111800715,2688841.459830834
2022-11-29,1697779.1120999868,757466.9857512123,2622097.5698789363
2022-11-30,1733301.1699228887,823623.7075757374,2705794.0461242194
2022-12-01,1785500.2307974896,843274.0637208391,2802428.001647494
2022-12-02,1771286.6449467654,853058.8952226344,2740483.1653221725
2022-12-03,1588113.868718404,654690.2626588836,2483953.3518835367
2022-12-04,1742534.7404925544,734325.2816187934,2629963.872511953
2022-12-05,1731090.2608485154,770506.3427419971,2650666.498320301
2022-12-06,1698407.3675301883,734529.1175217329,2612251.526113834
2022-12-07,1733929.4253533392,768281.1568061259,2682456.465802816
2022-12-08,1786128.4862274542,790598.7033811951,2693713.1287181736
2022-12-09,1771914.9003772875,854530.706256896,2706107.2385662603
2022-12-10,1588742.1241484014,635214.4573546037,2547495.2207107726
2022-12-11,1743162.995922751,851303.6433233881,2642708.4103856673
2022-12-12,1731718.5162783053,858109.1471580414,2685923.634468814
2022-12-13,1699035.6229600862,720869.756632183,2640440.163920545
2022-12-14,1734557.6807831903,833396.8906252484,2665556.98183073
2022-12-15,1786756.7416571013,936044.7565036861,2806268.914210762
2022-12-16,1772543.155807211,790465.8019484367,2589974.1826005443
2022-12-17,1589370.379569365,677686.8697267162,2474960.833763586
2022-12-18,1743791.2513346141,814626.5248632978,2717786.1979208495
2022-12-19,1732346.771681516,694722.5879473061,2674245.9113073056
2022-12-20,1699663.8783540882,856498.1892818889,2647459.9142926866
2022-12-21,1735185.936168218,814265.8495589388,2718069.1833631145
2022-12-22,1787384.9970331546,828403.8745457033,2739852.9831402753
2022-12-23,1773171.4111738368,863660.8628241667,2659161.908168578
2022-12-24,1589998.6349361902,651045.4346735465,2491671.1068449086
2022-12-25,1744419.506701639,780266.3617393099,2746522.3117874824
2022-12-26,1732975.0270481338,758961.612670814,2632344.658077547
2022-12-27,1700292.1337208143,772943.7770448249,2658442.1557108564
2022-12-28,1735814.1915348975,869053.5050285407,2660306.726795382
2022-12-29,1788013.2523999477,793793.9392472954,2782829.043097851
2022-12-30,1773799.6665407151,762818.0488923773,2640666.489968375
2022-12-31,1590626.8903030623,713531.6760168945,2561793.0244673863
2023-01-01,1745047.762067921,787345.6705458618,2681527.375030497
2023-01-02,1733603.2824147514,766741.9985501737,2694112.5648329705
2023-01-03,1700920.3890878437,779703.0586706805,2650956.596300953
2023-01-04,1736442.4469018762,813389.5995406667,2625264.4117415184
2023-01-05,1788641.5077668952,881509.1072509557,2738912.823635135
2023-01-06,1774427.9219073404,822261.5899705767,2690220.466878363
2023-01-07,1591255.1456698878,638128.8614566796,2515876.506780847
2023-01-08,1745676.017434946,745190.3431486316,2712346.8893083534
2023-01-09,1734231.5377831783,769585.1282812002,2662502.5961926305
2023-01-10,1701548.6444573894,809900.7453641478,2680707.24869491
2023-01-11,1737070.7022734059,808047.002548565,2659458.671859701
2023-01-12,1789269.7631396984,868720.7779672643,2755804.274389664
2023-01-13,1775056.1772817748,826147.9293964817,2688608.263369683
2023-01-14,1591883.4010460745,679730.8522330058,2559107.589002963
2023-01-15,1746304.2728127604,769741.5866429571,2593507.8102003867
2023-01-16,1734859.7931608546,762544.039714231,2675769.2279837667
2023-01-17,1702176.8998353507,707420.8221139862,2672808.019147861
2023-01-18,1737698.9576513164,808615.2618823292,2603613.29396792
2023-01-19,1789898.0185176595,855447.6154589826,2734041.6796207284
2023-01-20,1775684.4326594586,826769.5199738985,2702987.006125894
2023-01-21,1592511.6564238407,675500.184742821,2532592.9947580583
2023-01-22,1746932.528190575,825909.8176124849,2750574.5787346154
2023-01-23,1735488.048538899,788911.9392080669,2635089.381441742
2023-01-24,1702805.1552133118,762150.8819278544,2723701.6637329576
2023-01-25,1738327.2130289276,816723.9649948746,2653886.8027012325
2023-01-26,1790526.2738953843,860789.117088793,2646531.675601022
2023-01-27,1776312.6880376146,796661.7976494917,2743359.7950069522
2023-01-28,1593139.9118016358,667862.3359421695,2513106.123978852
2023-01-29,1747560.7835683895,837922.6476113038,2732940.7408199357
2023-01-30,1736116.3039164487,794483.233960273,2654528.3742945036
2023-01-31,1703433.4105909697,746420.1102821179,2666099.635911292
2023-02-01,1738955.4684064041,769964.613719211,2615185.6655372675
2023-02-02,1791154.529306818,842081.129446449,2776281.156965612
2023-02-03,1776940.9434828425,827402.8418246533,2733461.387693932
2023-02-04,1593768.167280529,620496.3343111121,2546771.6576359966
2023-02-05,1748189.0390811828,868318.7693216288,2622636.607052424
2023-02-06,1736744.559462791,751829.3425836961,2652457.8362590005
2023-02-07,1704061.6661713885,751418.0868626917,2604195.559040266
2023-02-08,1739583.7240199787,792495.8931091859,2704516.3603187054
2023-02-09,1791782.7849205066,795068.1149858712,2731212.9889332196
2023-02-10,1777569.1990963637,871286.2689238377,2778161.226125006
2023-02-11,1594396.4228942408,647605.0962289696,2514474.689979587
2023-02-12,1748817.2946945024,831655.8790902287,2683688.849570109
2023-02-13,1737372.8150765516,772935.3828052755,2686092.266086994
2023-02-14,1704689.9217844028,806013.3837176696,2659761.4679733748
2023-02-15,1740211.9796341527,829759.7019964509,2632080.202352797
2023-02-16,1792411.040534431,872913.7939801001,2651803.43971114
2023-02-17,1778197.4547100114,803826.1721610464,2724879.9326705257
2023-02-18,1595024.678507953,704499.7752389039,2546393.478542316
2023-02-19,1749445.5503084227,792008.3423937439,2704529.0380686447
2023-02-20,1738001.0706903124,822452.4214610731,2692028.8292742707
